filepath;song;artist;year;subset;album
./rs200/i_got_you.lab;I Got You (I Feel Good);James Brown;1965.0;rs200;
./rs200/i_heard_it_through_the_grapevine.lab;I Heard It Through the Grapevine;Marvin Gaye;1968.0;rs200;
./rs200/i_only_have_eyes_for_you.lab;I Only Have Eyes for You;The Flamingos;1959.0;rs200;
./rs200/i_saw_her_standing_there.lab;I Saw Her Standing There;The Beatles;1964.0;rs200;
./rs200/i_still_havent_found_what_im_looking_for.lab;I Still Haven't Found What I'm Looking For;U2;1987.0;rs200;
./rs200/i_walk_the_line.lab;I Walk the Line;Johnny Cash;1956.0;rs200;
./rs200/i_wanna_be_sedated.lab;I Wanna Be Sedated;The Ramones;1978.0;rs200;
./rs200/i_want_to_hold_your_hand.lab;I Want to Hold Your Hand;The Beatles;1963.0;rs200;
./rs200/i_want_you_back.lab;I Want You Back;The Jackson 5;1969.0;rs200;
./rs200/im_so_lonesome_i_could_cry.lab;I'm So Lonesome I Could Cry;Hank Williams;1949.0;rs200;
./rs200/im_waiting_for_the_man.lab;I'm Waiting for the Man;The Velvet Underground;1967.0;rs200;
./rs200/imagine.lab;Imagine;John Lennon;1971.0;rs200;
./rs200/in_bloom.lab;In Bloom;Nirvana;1991.0;rs200;
./rs200/in_my_life.lab;In My Life;The Beatles;1965.0;rs200;
./rs200/in_the_midnight_hour.lab;In The Midnight Hour;Wilson Pickett;1965.0;rs200;
./rs200/in_the_still_of_the_nite.lab;In the Still of the Nite;The Five Satins;1956.0;rs200;
./rs200/its_a_mans_mans_mans_world.lab;It's a Man's Man's Man's World;James Brown;1966.0;rs200;
./rs200/ive_been_loving_you_too_long.lab;I've Been Loving You Too Long (to Stop Now);Otis Redding;1965.0;rs200;
./rs200/jailhouse_rock.lab;Jailhouse Rock;Elvis Presley;1957.0;rs200;
./rs200/johnny_b_goode.lab;Johnny B. Goode;Chuck Berry;1958.0;rs200;
./rs200/jumpin_jack_flash.lab;Jumpin' Jack Flash;The Rolling Stones;1968.0;rs200;
./rs200/kashmir.lab;Kashmir;Led Zeppelin;1975.0;rs200;
./rs200/layla.lab;Layla;Derek and the Dominos;1970.0;rs200;
./rs200/let_it_be.lab;Let It Be;The Beatles;1970.0;rs200;
./rs200/lets_get_it_on.lab;Let's Get It On;Marvin Gaye;1973.0;rs200;
./rs200/lets_stay_together.lab;Let's Stay Together;Al Green;1971.0;rs200;
./rs200/light_my_fire.lab;Light My Fire;The Doors;1967.0;rs200;
./rs200/like_a_rolling_stone.lab;Like a Rolling Stone;Bob Dylan;1965.0;rs200;
./rs200/little_red_corvette.lab;Little Red Corvette;Prince;1983.0;rs200;
./rs200/living_for_the_city.lab;Living for the City;Stevie Wonder;1973.0;rs200;
./rs200/london_calling.lab;London Calling;The Clash;1980.0;rs200;
./rs200/long_tall_sally.lab;Long Tall Sally;Little Richard;1956.0;rs200;
./rs200/lose_yourself.lab;Lose Yourself;Eminem;2002.0;rs200;
./rs200/loser.lab;Loser;Beck;1993.0;rs200;
./rs200/losing_my_religion.lab;Losing My Religion;R.E.M.;1991.0;rs200;
./rs200/louie_louie.lab;Louie Louie;The Kingsmen;1963.0;rs200;
./rs200/love_and_happiness.lab;Love and Happiness;Al Green;1972.0;rs200;
./rs200/love_will_tear_us_apart.lab;Love Will Tear Us Apart;Joy Division;1980.0;rs200;
./rs200/lust_for_life.lab;Lust for Life;Iggy Pop;1977.0;rs200;
./rs200/maggie_may.lab;Maggie May;Rod Stewart;1971.0;rs200;
./rs200/maybellene.lab;Maybellene;Chuck Berry;1955.0;rs200;
./rs200/me_and_bobby_mcgee.lab;Me and Bobby McGee;Janis Joplin;1971.0;rs200;
./rs200/mr_tambourine_man_byrds.lab;Mr. Tambourine Man;The Byrds;1965.0;rs200;
./rs200/mr_tambourine_man_dylan.lab;Mr. Tambourine Man;Bob Dylan;1965.0;rs200;
./rs200/my_generation.lab;My Generation;The Who;1965.0;rs200;
./rs200/my_girl.lab;My Girl;The Temptations;1964.0;rs200;
./rs200/mystery_train.lab;Mystery Train;Elvis Presley;1955.0;rs200;
./rs200/no_woman_no_cry.lab;No Woman, No Cry;Bob Marley & The Wailers;1975.0;rs200;
./rs200/norwegian_wood.lab;Norwegian Wood (This Bird Has Flown);The Beatles;1965.0;rs200;
./rs200/not_fade_away.lab;Not Fade Away;Buddy Holly and the Crickets;1957.0;rs200;
./rs200/nothing_compares_2_u.lab;Nothing Compares 2 U;Sinead O'Connor;1990.0;rs200;
./rs200/nuthin_but_a_g_thang.lab;Nuthin' But a 'G' Thang;Dr. Dre;1993.0;rs200;
./rs200/one.lab;One;U2;1991.0;rs200;
./rs200/paint_it_black.lab;Paint It, Black;The Rolling Stones;1966.0;rs200;
./rs200/papa_was_a_rollin_stone.lab;Papa Was A Rollin' Stone;The Temptations;1972.0;rs200;
./rs200/papas_got_a_brand_new_bag.lab;Papa's Got a Brand New Bag;James Brown;1966.0;rs200;
./rs200/paranoid_android.lab;Paranoid Android;Radiohead;1997.0;rs200;
./rs200/people_get_ready.lab;People Get Ready;The Impressions;1965.0;rs200;
./rs200/please_please_please.lab;Please, Please, Please;James Brown;1956.0;rs200;
./rs200/proud_mary.lab;Proud Mary;Creedence Clearwater Revival;1969.0;rs200;
./rs200/purple_haze.lab;Purple Haze;The Jimi Hendrix Experience;1967.0;rs200;
./rs200/purple_rain.lab;Purple Rain;Prince;1984.0;rs200;
./rs200/rave_on.lab;Rave On;Buddy Holly and the Crickets;1958.0;rs200;
./rs200/redemption_song.lab;Redemption Song;Bob Marley & The Wailers;1980.0;rs200;
./rs200/respect.lab;Respect;Aretha Franklin;1967.0;rs200;
./rs200/ring_of_fire.lab;Ring of Fire;Johnny Cash;1963.0;rs200;
./rs200/river_deep_mountain_high.lab;River Deep - Mountain High;Ike & Tina Turner;1966.0;rs200;
./rs200/rock_and_roll_music.lab;Rock & Roll Music;Chuck Berry;1957.0;rs200;
./rs200/rock_around_the_clock.lab;(We're Gonna) Rock Around the Clock;Bill Haley and His Comets;1954.0;rs200;
./rs200/rock_lobster.lab;Rock Lobster;The B-52's;1979.0;rs200;
./rs200/rockin_in_the_free_world.lab;Rockin' in the Free World;Neil Young;1989.0;rs200;
./rs200/roll_over_beethoven.lab;Roll Over Beethoven;Chuck Berry;1956.0;rs200;
./rs200/sabotage.lab;Sabotage;The Beastie Boys;1994.0;rs200;
./rs200/satisfaction.lab;Satisfaction;The Rolling Stones;1965.0;rs200;
./rs200/september_gurls.lab;September Gurls;Big Star;1974.0;rs200;
./rs200/shake_rattle_and_roll.lab;Shake, Rattle and Roll;Big Joe Turner;1954.0;rs200;
./rs200/she_loves_you.lab;She Loves You;The Beatles;1963.0;rs200;
./rs200/should_i_stay_or_should_i_go.lab;Should I Stay or Should I Go;The Clash;1982.0;rs200;
./rs200/shout.lab;Shout (Parts 1 and 2);The Isley Brothers;1959.0;rs200;
./rs200/smells_like_teen_spirit.lab;Smells Like Teen Spirit;Nirvana;1991.0;rs200;
./rs200/stairway_to_heaven.lab;Stairway To Heaven;Led Zeppelin;1971.0;rs200;
./rs200/stand_by_me.lab;Stand By Me;Ben E. King;1961.0;rs200;
./rs200/strawberry_fields_forever.lab;Strawberry Fields Forever;The Beatles;1967.0;rs200;
./rs200/summer_babe.lab;Summer Babe;Pavement;1992.0;rs200;
./rs200/summertime_blues.lab;Summertime Blues;Eddie Cochran;1958.0;rs200;
./rs200/sunshine_of_your_love.lab;Sunshine of Your Love;Cream;1968.0;rs200;
./rs200/superstition.lab;Superstition;Stevie Wonder;1972.0;rs200;
./rs200/suspicious_minds.lab;Suspicious Minds;Elvis Presley;1969.0;rs200;
./rs200/sweet_child_o_mine.lab;Sweet Child O' Mine;Guns N' Roses;1987.0;rs200;
./rs200/sympathy_for_the_devil.lab;Sympathy for the Devil;The Rolling Stones;1968.0;rs200;
./rs200/take_me_to_the_river.lab;Take Me to the River;Al Green;1974.0;rs200;
./rs200/tangled_up_in_blue.lab;Tangled Up in Blue;Bob Dylan;1975.0;rs200;
./rs200/tears_in_heaven.lab;Tears in Heaven;Eric Clapton;1992.0;rs200;
./rs200/thatll_be_the_day.lab;That'll Be the Day;Buddy Holly;1957.0;rs200;
./rs200/thats_all_right.lab;That's All Right;Elvis Presley;1954.0;rs200;
./rs200/the_boxer.lab;The Boxer;Simon and Garfunkel;1969.0;rs200;
./rs200/the_dock_of_the_bay.lab;(Sittin' on) the Dock of the Bay;Otis Redding;1968.0;rs200;
./rs200/the_message.lab;The Message;Grandmaster Flash & the Furious Five;1982.0;rs200;
./rs200/the_sounds_of_silence.lab;The Sounds of Silence;Simon and Garfunkel;1965.0;rs200;
./rs200/the_times_they_are_a-changin.lab;The Times They Are A-Changin';Bob Dylan;1964.0;rs200;
./rs200/the_tracks_of_my_tears.lab;The Tracks of My Tears;The Miracles;1965.0;rs200;
./rs200/the_weight.lab;The Weight;The Band;1968.0;rs200;
./rs200/thunder_road.lab;Thunder Road;Bruce Springsteen;1975.0;rs200;
./rs200/tutti_frutti.lab;Tutti Frutti;Little Richard;1955.0;rs200;
./rs200/up_on_the_roof.lab;Up On the Roof;The Drifters;1962.0;rs200;
./rs200/voodoo_child.lab;Voodoo Child (Slight Return);Jimi Hendrix;1968.0;rs200;
./rs200/walk_on_by.lab;Walk On By;Dionne Warwick;1964.0;rs200;
./rs200/waterloo_sunset.lab;Waterloo Sunset;The Kinks;1967.0;rs200;
./rs200/whatd_i_say.lab;What'd I Say;Ray Charles;1959.0;rs200;
./rs200/whats_going_on.lab;What's Going On;Marvin Gaye;1971.0;rs200;
./rs200/when_a_man_loves_a_woman.lab;When a Man Loves a Woman;Percy Sledge;1966.0;rs200;
./rs200/when_doves_cry.lab;When Doves Cry;Prince and the Revolution;1984.0;rs200;
./rs200/while_my_guitar_gently_weeps.lab;While My Guitar Gently Weeps;The Beatles;1968.0;rs200;
./rs200/who_do_you_love.lab;Who Do You Love;Bo Diddley;1957.0;rs200;
./rs200/whole_lotta_love.lab;Whole Lotta Love;Led Zeppelin;1969.0;rs200;
./rs200/whole_lotta_shakin_goin_on.lab;Whole Lotta Shakin' Goin On;Jerry Lee Lewis;1957.0;rs200;
./rs200/will_you_love_me_tomorrow.lab;Will You Love Me Tomorrow;The Shirelles;1960.0;rs200;
./rs200/with_or_without_you.lab;With or Without You;U2;1987.0;rs200;
./rs200/wont_get_fooled_again.lab;Won't Get Fooled Again;The Who;1971.0;rs200;
./rs200/yesterday.lab;Yesterday;The Beatles;1965.0;rs200;
./rs200/you_cant_always_get_what_you_want.lab;You Can't Always Get What You Want;The Rolling Stones;1969.0;rs200;
./rs200/you_really_got_me.lab;You Really Got Me;The Kinks;1964.0;rs200;
./rs200/you_send_me.lab;You Send Me;Sam Cooke;1957.0;rs200;
./rs200/your_song.lab;Your Song;Elton John;1970.0;rs200;
./rs200/youve_lost_that_lovin_feelin.lab;You've Lost That Lovin' Feelin';The Righteous Brothers;1964.0;rs200;
./rwc_pop/N001-M01-T01.lab;Eien no replica;Kazuo Nishi;;rwc_pop;
./rwc_pop/N002-M01-T02.lab;Magic in your eyes;Hiromi Yoshii;;rwc_pop;
./rwc_pop/N003-M01-T03.lab;HORO;MIT;;rwc_pop;
./rwc_pop/N004-M01-T04.lab;Spice of Life;Hisayoshi Kazato;;rwc_pop;
./rwc_pop/N005-M01-T05.lab;Koino Ver.2.4;Eves;;rwc_pop;
./rwc_pop/N006-M01-T06.lab;Funky Life;Oriken;;rwc_pop;
./rwc_pop/N007-M01-T07.lab;PROLOGUE;Tomomi Ogata;;rwc_pop;
./rwc_pop/N008-M01-T08.lab;Jinsei konnamono;fevers;;rwc_pop;
./rwc_pop/N009-M01-T09.lab;Doukoku;Kazuo Nishi;;rwc_pop;
./rwc_pop/N010-M01-T10.lab;Getting Over;Brakes;;rwc_pop;
./rwc_pop/N011-M01-T11.lab;Ienai;Hisayoshi Kazato;;rwc_pop;
./rwc_pop/N012-M01-T12.lab;KAGE-ROU;Kazuo Nishi;;rwc_pop;
./rwc_pop/N013-M01-T13.lab;Catch ball;Konbu;;rwc_pop;
./rwc_pop/N014-M01-T14.lab;Karehairo no Twilight;Rin;;rwc_pop;
./rwc_pop/N015-M01-T15.lab;old fashioned;Katsuyuki Ozawa;;rwc_pop;
./rwc_pop/N016-M01-T16.lab;Game of Love;Hiromi Yoshii;;rwc_pop;
./rwc_pop/N017-M02-T01.lab;Anata to aete;Hiromi Yoshii;;rwc_pop;
./rwc_pop/N018-M02-T02.lab;True Heart;Tomomi Ogata;;rwc_pop;
./rwc_pop/N019-M02-T03.lab;COOL Motion;Hisayoshi Kazato;;rwc_pop;
./rwc_pop/N020-M02-T04.lab;Tokimeki no syunkan;Eri Ichikawa;;rwc_pop;
./rwc_pop/N021-M02-T05.lab;Feeling In My Heart;Rin;;rwc_pop;
./rwc_pop/N022-M02-T06.lab;Koi ni ochiru jikan ni kansuru kousatsu;Kazuo Nishi;;rwc_pop;
./rwc_pop/N023-M02-T07.lab;SHAKE;MAPS;;rwc_pop;
./rwc_pop/N024-M02-T08.lab;it's all right;Hisayoshi Kazato;;rwc_pop;
./rwc_pop/N025-M02-T09.lab;tell me;Tomomi Ogata;;rwc_pop;
./rwc_pop/N026-M02-T10.lab;aozora sanpo michi;Tomoko Nitta;;rwc_pop;
./rwc_pop/N027-M02-T11.lab;stay;Shingo Katsuta;;rwc_pop;
./rwc_pop/N028-M02-T12.lab;Fly away;Tomomi Ogata;;rwc_pop;
./rwc_pop/N029-M02-T13.lab;One Two STEP;Kazuo Nishi;;rwc_pop;
./rwc_pop/N030-M02-T14.lab;syounen no omoi;Mitsuru Tanimoto;;rwc_pop;
./rwc_pop/N031-M02-T15.lab;Moving Round and Round;Yuuichi Nagayama;;rwc_pop;
./rwc_pop/N032-M02-T16.lab;what could I do for you;Masaki Kuehara;;rwc_pop;
./rwc_pop/N033-M03-T01.lab;DREAM MAGIC;Hiromi Yoshii;;rwc_pop;
./rwc_pop/N034-M03-T02.lab;Hitoyo no yume;Hiromi Yoshii;;rwc_pop;
./rwc_pop/N035-M03-T03.lab;Midarana kami no moushigo;Hiromi Yoshii;;rwc_pop;
./rwc_pop/N036-M03-T04.lab;over and over;Kazuo Nishi;;rwc_pop;
./rwc_pop/N037-M03-T05.lab;Replica;Yoshinori Hatae;;rwc_pop;
./rwc_pop/N038-M03-T06.lab;1999;Kousuke Morimoto;;rwc_pop;
./rwc_pop/N039-M03-T07.lab;SPUL;Kousuke Morimoto;;rwc_pop;
./rwc_pop/N040-M03-T08.lab;promise;Kazuo Nishi;;rwc_pop;
./rwc_pop/N041-M03-T09.lab;Non Stop Driving;Katsuyuki Ozawa;;rwc_pop;
./rwc_pop/N042-M03-T10.lab;Fly to the moon;Kousuke Morimoto;;rwc_pop;
./rwc_pop/N043-M03-T11.lab;Centimeter no kodoku;Kazuo Nishi;;rwc_pop;
./rwc_pop/N044-M03-T12.lab;REAL na 5 hun;Kousuke Morimoto;;rwc_pop;
./rwc_pop/N045-M03-T13.lab;Hajimari;Kousuke Morimoto;;rwc_pop;
./rwc_pop/N046-M03-T14.lab;Senro wa tsuzukuyo;Kousuke Morimoto;;rwc_pop;
./rwc_pop/N047-M03-T15.lab;Deaetakara;Satoshi Kumasaka;;rwc_pop;
./rwc_pop/N048-M03-T16.lab;Syodoubutsu;Hiroshi Sekiya;;rwc_pop;
./rwc_pop/N049-M04-T01.lab;Sekai no mikata;Hiroshi Sekiya;;rwc_pop;
./rwc_pop/N050-M04-T02.lab;Mrs. Maril;Rin;;rwc_pop;
./rwc_pop/N051-M04-T03.lab;Modoranai natsu;Hiroshi Sekiya;;rwc_pop;
./rwc_pop/N052-M04-T04.lab;Haru ga kurukara;Tomomi Ogata;;rwc_pop;
./rwc_pop/N053-M04-T05.lab;Ashita wa;Rin;;rwc_pop;
./rwc_pop/N054-M04-T06.lab;Harukana omoi;Rin;;rwc_pop;
./rwc_pop/N055-M04-T07.lab;First Love;Akiko Kaburagi;;rwc_pop;
./rwc_pop/N056-M04-T08.lab;I've got a mail;Masashi Hashimoto;;rwc_pop;
./rwc_pop/N057-M04-T09.lab;Stay with me;Masashi Hashimoto;;rwc_pop;
./rwc_pop/N058-M04-T10.lab;Silver shoes;Rin;;rwc_pop;
./rwc_pop/N059-M04-T11.lab;Tenshi no utatane;Rin;;rwc_pop;
./rwc_pop/N060-M04-T12.lab;Kumorizora;Yuzu Iijima;;rwc_pop;
./rwc_pop/N061-M04-T13.lab;FOR YOU;Kazuo Nishi;;rwc_pop;
./rwc_pop/N062-M04-T14.lab;Be with me Now;Rin;;rwc_pop;
./rwc_pop/N063-M04-T15.lab;Power of mind;Reiko Sato;;rwc_pop;
./rwc_pop/N064-M04-T16.lab;So Long;Kousuke Morimoto;;rwc_pop;
./rwc_pop/N065-M05-T01.lab;Tanabata;Makiko Hattori;;rwc_pop;
./rwc_pop/N066-M05-T02.lab;Mousugu natsu ga kuru;M & Y;;rwc_pop;
./rwc_pop/N067-M05-T03.lab;Tokei no hayasa wa;Makiko Hattori;;rwc_pop;
./rwc_pop/N068-M05-T04.lab;Nichiyoubi;Makiko Hattori;;rwc_pop;
./rwc_pop/N069-M05-T05.lab;Gin no sora;Hiromi Yoshii;;rwc_pop;
./rwc_pop/N070-M05-T06.lab;Miageta sora wa;Tamako Matsuzaka;;rwc_pop;
./rwc_pop/N071-M05-T07.lab;Tsuki no youni;Hiromi Yoshii;;rwc_pop;
./rwc_pop/N072-M05-T08.lab;Heart to Hurt;Kousuke Morimoto;;rwc_pop;
./rwc_pop/N073-M05-T09.lab;Miss Maria;Kazuo Nishi;;rwc_pop;
./rwc_pop/N074-M05-T10.lab;Kimi no iro;Kousuke Morimoto;;rwc_pop;
./rwc_pop/N075-M05-T11.lab;Toui machi e;Hiromi Yoshii;;rwc_pop;
./rwc_pop/N076-M05-T12.lab;Chikai;Kousuke Morimoto;;rwc_pop;
./rwc_pop/N077-M05-T13.lab;Aishiteru;Makiko Hattori;;rwc_pop;
./rwc_pop/N078-M05-T14.lab;Kumo;Masaki Kuehara;;rwc_pop;
./rwc_pop/N079-M05-T15.lab;Together;Tomomi Ogata;;rwc_pop;
./rwc_pop/N080-M05-T16.lab;Sagashimono;Tomomi Ogata;;rwc_pop;
./rwc_pop/N081-M06-T01.lab;How Deep Is Your Love?;Donna Burke;;rwc_pop;
./rwc_pop/N082-M06-T02.lab;Once in a life time;Shinya Iguchi;;rwc_pop;
./rwc_pop/N083-M06-T03.lab;Doing That Thing;Jeff Manning;;rwc_pop;
./rwc_pop/N084-M06-T04.lab;Someday;Shinya Iguchi;;rwc_pop;
./rwc_pop/N085-M06-T05.lab;Waiting for the moment;Jeff Manning;;rwc_pop;
./rwc_pop/N086-M06-T06.lab;Angel Baby;Betty;;rwc_pop;
./rwc_pop/N087-M06-T07.lab;I think of you;Jeff Manning;;rwc_pop;
./rwc_pop/N088-M06-T08.lab;Woman Like You;Shinya Iguchi;;rwc_pop;
./rwc_pop/N089-M06-T09.lab;Life Is What You Make It To Be;Donna Burke;;rwc_pop;
./rwc_pop/N090-M06-T10.lab;Don't Say Good bye;Shinya Iguchi;;rwc_pop;
./rwc_pop/N091-M07-T01.lab;Change Of Heart;Donna Burke;;rwc_pop;
./rwc_pop/N092-M07-T02.lab;I'll be there for you;Betty;;rwc_pop;
./rwc_pop/N093-M07-T03.lab;Sweet Dreams;Donna Burke;;rwc_pop;
./rwc_pop/N094-M07-T04.lab;Life;Betty;;rwc_pop;
./rwc_pop/N095-M07-T05.lab;Feel;Jeff Manning;;rwc_pop;
./rwc_pop/N096-M07-T06.lab;Weekend;Betty;;rwc_pop;
./rwc_pop/N097-M07-T07.lab;Don't Lie To Me;Donna Burke;;rwc_pop;
./rwc_pop/N098-M07-T08.lab;31 BLUES;Jeff Manning;;rwc_pop;
./rwc_pop/N099-M07-T09.lab;Once and For All;Shinya Iguchi;;rwc_pop;
./rwc_pop/N100-M07-T10.lab;No Regrets;Shinya Iguchi;;rwc_pop;
./isophonics/Queen/Greatest Hits I/13 Play The Game.lab;Play The Game;Queen;;isophonics;Greatest Hits I
./isophonics/Queen/Greatest Hits I/12 Good Old-Fashioned Lover Boy.lab;Good Old-Fashioned Lover Boy;Queen;;isophonics;Greatest Hits I
./isophonics/Queen/Greatest Hits I/02 Another One Bites The Dust.lab;Another One Bites The Dust;Queen;;isophonics;Greatest Hits I
./isophonics/Queen/Greatest Hits I/04 Fat Bottomed Girls.lab;Fat Bottomed Girls;Queen;;isophonics;Greatest Hits I
./isophonics/Queen/Greatest Hits I/01 Bohemian Rhapsody.lab;Bohemian Rhapsody;Queen;;isophonics;Greatest Hits I
./isophonics/Queen/Greatest Hits I/10 Somebody To Love.lab;Somebody To Love;Queen;;isophonics;Greatest Hits I
./isophonics/Queen/Greatest Hits I/08 Save Me.lab;Save Me;Queen;;isophonics;Greatest Hits I
./isophonics/Queen/Greatest Hits I/07 Don't Stop Me Now.lab;Don't Stop Me Now;Queen;;isophonics;Greatest Hits I
./isophonics/Queen/Greatest Hits I/17 We Are The Champions.lab;We Are The Champions;Queen;;isophonics;Greatest Hits I
./isophonics/Queen/Greatest Hits I/16 We Will Rock You.lab;We Will Rock You;Queen;;isophonics;Greatest Hits I
